20:23:20.424 -> A, B, C
20:26:11.699 -> 1081, 1015, 809
20:26:11.732 -> 1083, 1013, 803
20:26:11.799 -> 1085, 1014, 803
20:26:11.832 -> 1085, 1013, 806
20:26:11.899 -> 1083, 1018, 805
20:26:11.932 -> 1087, 1015, 806
20:26:11.998 -> 1079, 1014, 807
20:26:12.032 -> 1084, 1015, 805
20:26:12.098 -> 972, 1017, 810
20:26:12.165 -> 1084, 1014, 807
20:26:12.198 -> 1083, 1016, 807
20:26:12.264 -> 1084, 1014, 809
20:26:12.298 -> 1083, 1020, 807
20:26:12.364 -> 1085, 1050, 807
20:26:12.397 -> 1080, 1004, 808
20:26:12.464 -> 1087, 1017, 805
20:26:12.497 -> 1085, 1016, 804
20:26:12.564 -> 1096, 1018, 805
20:26:12.597 -> 1082, 1017, 810
20:26:12.664 -> 1086, 1013, 806
20:26:12.697 -> 1079, 1018, 802
20:26:12.763 -> 1082, 1014, 807
20:26:12.797 -> 1082, 1015, 808
20:26:12.863 -> 1082, 1015, 813
20:26:12.930 -> 1078, 1013, 804
20:26:12.963 -> 1085, 1015, 804
20:26:13.030 -> 1079, 1017, 805
20:26:13.063 -> 1077, 1016, 809
20:26:13.129 -> 1084, 1012, 806
20:26:13.163 -> 1082, 1016, 811
20:26:13.229 -> 1083, 1026, 806
20:26:13.262 -> 1082, 1017, 808
20:26:13.329 -> 1086, 1017, 807
20:26:13.362 -> 1086, 1014, 810
20:26:13.429 -> 1084, 1017, 807
20:26:13.462 -> 1081, 1013, 804
20:26:13.529 -> 1079, 1015, 803
20:26:13.562 -> 1084, 1017, 806
20:26:13.628 -> 1084, 1016, 807
20:26:13.695 -> 1081, 1017, 808
20:26:13.728 -> 1079, 1014, 803
20:26:13.795 -> 1082, 1014, 806
20:26:13.828 -> 1080, 1018, 803
20:26:13.895 -> 1087, 1011, 804
20:26:13.928 -> 1082, 1016, 806
20:26:13.994 -> 1083, 1015, 807
20:26:14.028 -> 1085, 1017, 804
20:26:14.094 -> 1080, 1016, 808
20:26:14.127 -> 1087, 1015, 804
20:26:14.194 -> 1085, 1018, 807
20:26:14.227 -> 1085, 1017, 808
20:26:14.294 -> 1081, 1015, 803
20:26:14.327 -> 1083, 1012, 803
20:26:14.394 -> 1087, 1015, 811
20:26:14.427 -> 1079, 1015, 810
20:26:14.493 -> 1025, 1011, 812
20:26:14.560 -> 1078, 1015, 811
20:26:14.593 -> 1083, 1017, 806
20:26:14.660 -> 1084, 1014, 806
20:26:14.693 -> 1083, 1017, 805
20:26:14.759 -> 1081, 1015, 806
20:26:14.793 -> 1081, 1015, 806
20:26:14.859 -> 1080, 1014, 809
20:26:14.893 -> 1085, 1017, 807
20:26:14.959 -> 1081, 1017, 806
20:26:14.992 -> 1081, 1014, 804
20:26:15.059 -> 1085, 1014, 807
20:26:15.092 -> 1086, 1012, 806
20:26:15.159 -> 1084, 1015, 804
20:26:15.225 -> 1084, 1013, 801
20:26:15.259 -> 1087, 1019, 807
20:26:15.325 -> 1084, 1017, 811
20:26:15.358 -> 1086, 1015, 810
20:26:15.425 -> 1072, 1017, 809
20:26:15.458 -> 1082, 1016, 804
20:26:15.525 -> 1082, 1016, 803
20:26:15.558 -> 1083, 1010, 803
20:26:15.624 -> 1085, 1017, 805
20:26:15.658 -> 1084, 1014, 809
20:26:15.724 -> 1084, 1017, 809
20:26:15.757 -> 1084, 1014, 809
20:26:15.824 -> 1079, 1015, 805
20:26:15.857 -> 1087, 1013, 808
20:26:15.924 -> 1080, 1017, 807
20:26:15.957 -> 1082, 1014, 810
20:26:16.024 -> 1085, 1015, 803
20:26:16.090 -> 1084, 1020, 809
20:26:16.124 -> 1079, 1013, 805
20:26:16.190 -> 1086, 1031, 804
20:26:16.224 -> 1086, 1014, 809
20:26:16.290 -> 1077, 1016, 810
20:26:16.323 -> 1083, 1014, 805
20:26:16.390 -> 1086, 1014, 804
20:26:16.423 -> 1023, 1015, 812
20:26:16.490 -> 1084, 1014, 803
20:26:16.523 -> 1088, 1018, 805
20:26:16.590 -> 1085, 1020, 808
20:26:16.623 -> 1079, 1017, 806
20:26:16.689 -> 1087, 1014, 807
20:26:16.722 -> 1079, 1018, 802
20:26:16.789 -> 1082, 1014, 803
20:26:16.856 -> 978, 1014, 812
20:26:16.889 -> 1126, 1016, 807
20:26:16.955 -> 1083, 1017, 806
20:26:16.989 -> 1084, 1059, 807
20:26:17.055 -> 1085, 1016, 808
20:26:17.089 -> 1085, 1011, 805
20:26:17.155 -> 1083, 1007, 806
20:26:17.189 -> 1084, 1020, 806
20:26:17.255 -> 1079, 1017, 810
20:26:17.288 -> 1083, 1020, 810
20:26:17.355 -> 1081, 1017, 809
20:26:17.388 -> 1081, 1019, 806
20:26:17.455 -> 1080, 1017, 803
20:26:17.488 -> 1084, 1018, 809
20:26:17.555 -> 1081, 1018, 805
20:26:17.621 -> 1079, 1017, 805
20:26:17.654 -> 1079, 1018, 805
20:26:17.721 -> 1085, 1037, 806
20:26:17.754 -> 1085, 1018, 807
20:26:17.821 -> 1089, 1017, 809
20:26:17.854 -> 1082, 1017, 805
20:26:17.920 -> 1083, 1014, 805
20:26:17.953 -> 1085, 1014, 805
20:26:18.020 -> 1082, 1014, 806
20:26:18.053 -> 1084, 1016, 809
20:26:18.119 -> 1084, 1015, 809
20:26:18.153 -> 1086, 1017, 808
20:26:18.219 -> 1084, 1016, 807
20:26:18.252 -> 1076, 1014, 801
20:26:18.319 -> 1086, 1015, 803
20:26:18.385 -> 1084, 1011, 810
20:26:18.418 -> 1082, 1016, 806
20:26:18.485 -> 1083, 1013, 805
20:26:18.518 -> 1081, 1014, 810
20:26:18.584 -> 1130, 1017, 806
20:26:18.618 -> 1082, 1012, 808
20:26:18.684 -> 1072, 1015, 806
20:26:18.717 -> 1085, 1046, 805
20:26:18.784 -> 1082, 1014, 807
20:26:18.817 -> 1081, 1049, 808
20:26:18.884 -> 1079, 1016, 807
20:26:18.917 -> 1082, 1017, 807
20:26:18.983 -> 1081, 1014, 809
20:26:19.050 -> 1080, 1018, 805
20:26:19.083 -> 1082, 1019, 807
20:26:19.150 -> 1085, 1018, 811
20:26:19.183 -> 1079, 1014, 807
20:26:19.249 -> 1081, 1017, 805
20:26:19.283 -> 1077, 1015, 803
20:26:19.349 -> 1079, 1015, 808
20:26:19.382 -> 1081, 1017, 804
20:26:19.449 -> 1079, 1014, 807
20:26:19.482 -> 1082, 1014, 806
20:26:19.548 -> 1099, 1017, 809
20:26:19.582 -> 1082, 1013, 805
20:26:19.648 -> 1084, 1018, 808
20:26:19.681 -> 1084, 1014, 804
20:26:19.748 -> 1082, 1018, 808
20:26:19.814 -> 1082, 1015, 809
20:26:19.847 -> 1083, 1018, 809
20:26:19.914 -> 1084, 1018, 805
20:26:19.947 -> 1080, 1015, 803
20:26:20.014 -> 1082, 1014, 806
20:26:20.047 -> 1083, 1015, 808
20:26:20.113 -> 1084, 1015, 803
20:26:20.147 -> 1080, 1011, 810
20:26:20.213 -> 1081, 1014, 806
20:26:20.246 -> 1084, 1016, 806
20:26:20.313 -> 1086, 1013, 809
20:26:20.346 -> 1081, 1011, 809
20:26:20.413 -> 1111, 1016, 809
20:26:20.446 -> 1081, 1017, 804
20:26:20.512 -> 1083, 1012, 808
20:26:20.579 -> 1087, 1013, 803
20:26:20.612 -> 1086, 1017, 807
20:26:20.678 -> 1083, 1017, 809
20:26:20.712 -> 1083, 1013, 805
20:26:20.778 -> 1087, 1015, 811
20:26:20.811 -> 1086, 1018, 805
20:26:20.878 -> 1085, 1013, 804
20:26:20.911 -> 1081, 1016, 805
20:26:20.978 -> 1047, 1028, 807
20:26:21.011 -> 1084, 1017, 805
20:26:21.077 -> 1086, 1017, 804
20:26:21.110 -> 1080, 1013, 805
20:26:21.177 -> 1078, 1018, 803
20:26:21.210 -> 1081, 1018, 808
20:26:21.277 -> 1084, 1015, 806
20:26:21.343 -> 1096, 1018, 807
20:26:21.376 -> 1084, 1016, 805
20:26:21.443 -> 1065, 1013, 805
20:26:21.476 -> 1083, 1017, 804
20:26:21.542 -> 1079, 1016, 806
20:26:21.576 -> 1082, 1016, 811
20:26:21.642 -> 1078, 1013, 806
20:26:21.675 -> 1085, 1018, 809
20:26:21.742 -> 1084, 1027, 803
20:26:21.775 -> 1088, 1016, 805
20:26:21.842 -> 1081, 1014, 808
20:26:21.875 -> 1069, 1013, 801
20:26:21.941 -> 1082, 1017, 811
20:26:21.975 -> 1174, 1013, 809
20:26:22.041 -> 1083, 1017, 805
20:26:22.108 -> 1085, 1017, 804
20:26:22.141 -> 1079, 1017, 808
20:26:22.207 -> 1078, 1017, 805
20:26:22.241 -> 1083, 1015, 806
20:26:22.307 -> 1085, 1018, 809
20:26:22.340 -> 1085, 1014, 805
20:26:22.407 -> 1087, 1014, 810
20:26:22.440 -> 1086, 1029, 806
20:26:22.507 -> 1083, 1015, 805
20:26:22.540 -> 1045, 1015, 806
20:26:22.606 -> 1078, 1013, 806
20:26:22.639 -> 1083, 1015, 809
20:26:22.706 -> 1083, 1010, 806
20:26:22.772 -> 1086, 1016, 806
20:26:22.806 -> 1084, 1014, 805
20:26:22.872 -> 1082, 1018, 804
20:26:22.905 -> 1081, 1015, 805
20:26:22.972 -> 1086, 1014, 806
20:26:23.005 -> 1081, 1034, 806
20:26:23.072 -> 1085, 1015, 810
20:26:23.105 -> 1081, 1014, 808
20:26:23.171 -> 1083, 1014, 809
20:26:23.205 -> 1080, 1020, 805
20:26:23.271 -> 1085, 1017, 808
20:26:23.304 -> 1086, 1017, 812
20:26:23.371 -> 1082, 1015, 803
20:26:23.404 -> 1087, 1014, 803
20:26:23.471 -> 1086, 1013, 806
20:26:23.537 -> 1080, 1030, 805
20:26:23.570 -> 1083, 1011, 804
20:26:23.637 -> 1081, 1017, 805
20:26:23.670 -> 1083, 1018, 806
20:26:23.736 -> 1079, 1017, 809
20:26:23.770 -> 1083, 1016, 805
20:26:23.836 -> 1081, 1017, 813
20:26:23.869 -> 1076, 1014, 805
20:26:23.936 -> 1086, 1013, 803
20:26:23.969 -> 1085, 1016, 809
20:26:24.036 -> 1084, 1010, 808
20:26:24.069 -> 1080, 1010, 805
20:26:24.135 -> 1082, 1014, 806
20:26:24.168 -> 1083, 1017, 807
20:26:24.235 -> 1081, 1024, 807
20:26:24.301 -> 1082, 1014, 802
20:26:24.335 -> 1086, 1016, 803
20:26:24.401 -> 1082, 1012, 805
20:26:24.434 -> 1083, 1018, 804
20:26:24.501 -> 1080, 1014, 806
20:26:24.534 -> 1083, 1014, 806
20:26:24.601 -> 1177, 1015, 810
20:26:24.634 -> 1086, 1016, 806
20:26:24.701 -> 954, 1010, 814
20:26:24.734 -> 1079, 1016, 806
20:26:24.800 -> 1079, 1015, 808
20:26:24.833 -> 1080, 1017, 809
20:26:24.900 -> 1085, 1016, 807
20:26:24.933 -> 1085, 1014, 808
20:26:25.000 -> 1085, 1011, 799
20:26:25.066 -> 1082, 1017, 800
20:26:25.099 -> 1084, 1017, 799
20:26:25.166 -> 1085, 1014, 803
20:26:25.199 -> 1079, 1018, 802
20:26:25.265 -> 1084, 1015, 805
20:26:25.299 -> 1038, 1023, 813
20:26:25.365 -> 1087, 1019, 803
20:26:25.398 -> 1084, 1016, 805
20:26:25.465 -> 1081, 1016, 805
20:26:25.498 -> 1084, 1018, 814
20:26:25.564 -> 1082, 1015, 805
20:26:25.597 -> 1078, 1014, 805
20:26:25.664 -> 1083, 1015, 807
20:26:25.730 -> 1082, 1019, 807
20:26:25.764 -> 1080, 1016, 810
20:26:25.830 -> 1081, 1017, 813
20:26:25.863 -> 1084, 1017, 803
20:26:25.930 -> 1077, 1018, 809
20:26:25.963 -> 1082, 1014, 804
20:26:26.030 -> 1080, 1013, 807
20:26:26.063 -> 1088, 1017, 805
20:26:26.130 -> 1084, 1014, 809
20:26:26.163 -> 1085, 1016, 803
20:26:26.230 -> 1064, 1016, 803
20:26:26.263 -> 1083, 1014, 810
20:26:26.330 -> 1083, 1014, 814
20:26:26.363 -> 983, 1013, 815
20:26:26.430 -> 1087, 1019, 812
20:26:26.463 -> 1075, 1018, 805
20:26:26.529 -> 1082, 1013, 806
20:26:26.596 -> 1085, 1013, 810
20:26:26.629 -> 1085, 1016, 806
20:26:26.696 -> 1085, 1019, 804
20:26:26.729 -> 1079, 1009, 806
20:26:26.796 -> 1083, 1013, 807
20:26:26.829 -> 1084, 1017, 803
20:26:26.895 -> 1079, 1015, 809
20:26:26.929 -> 1078, 1017, 807
20:26:26.995 -> 1082, 1018, 807
20:26:27.028 -> 1079, 1013, 809
20:26:27.095 -> 1086, 1015, 810
20:26:27.128 -> 1078, 1014, 811
20:26:27.195 -> 1074, 1016, 807
20:26:27.228 -> 1087, 1018, 804
20:26:27.295 -> 1090, 1017, 809
20:26:27.361 -> 1085, 1015, 809
20:26:27.394 -> 1080, 1015, 806
20:26:27.461 -> 1084, 1010, 806
20:26:27.494 -> 1077, 1014, 809
20:26:27.561 -> 1082, 1016, 797
20:26:27.594 -> 1086, 1016, 805
20:26:27.661 -> 1083, 1017, 804
20:26:27.694 -> 1082, 1015, 806
20:26:27.760 -> 1083, 1017, 805
20:26:27.794 -> 1082, 1016, 807
20:26:27.860 -> 1083, 1013, 808
20:26:27.893 -> 1082, 1019, 803
20:26:27.960 -> 1082, 1018, 803
20:26:27.993 -> 1081, 1016, 802
20:26:28.059 -> 1082, 1012, 807
20:26:28.126 -> 1082, 1016, 804
20:26:28.159 -> 1078, 1015, 806
20:26:28.226 -> 1083, 1012, 808
20:26:28.259 -> 1079, 1014, 804
20:26:28.326 -> 1103, 1009, 802
20:26:28.359 -> 1083, 1018, 808
20:26:28.425 -> 1085, 1014, 805
20:26:28.459 -> 1082, 1018, 805
20:26:28.525 -> 1080, 1017, 803
20:26:28.558 -> 1084, 1018, 810
20:26:28.625 -> 1086, 1018, 809
20:26:28.658 -> 1085, 1014, 806
20:26:28.725 -> 1084, 1014, 804
20:26:28.758 -> 1082, 997, 813
20:26:28.824 -> 1086, 1014, 808
20:26:28.891 -> 1081, 1016, 806
20:26:28.924 -> 1084, 1018, 805
20:26:28.991 -> 1082, 1016, 806
20:26:29.024 -> 1078, 1014, 806
20:26:29.090 -> 1085, 1016, 810
20:26:29.123 -> 1087, 1017, 805
20:26:29.190 -> 1084, 1017, 810
20:26:29.223 -> 1085, 1013, 806
20:26:29.290 -> 1081, 1017, 808
20:26:29.323 -> 1082, 1017, 803
20:26:29.390 -> 1082, 1017, 802
20:26:29.423 -> 1082, 1013, 807
20:26:29.489 -> 1086, 1011, 805
20:26:29.556 -> 1089, 1014, 801
20:26:29.589 -> 1087, 1014, 806
20:26:29.655 -> 1086, 1015, 806
20:26:29.689 -> 1086, 1014, 808
20:26:29.755 -> 1083, 1018, 804
20:26:29.788 -> 1083, 1018, 808
20:26:29.855 -> 1083, 1014, 803
20:26:29.888 -> 1086, 1017, 809
20:26:29.955 -> 1086, 1015, 809
20:26:29.988 -> 1085, 1018, 802
20:26:30.054 -> 1083, 1016, 811
20:26:30.088 -> 1083, 1015, 809
20:26:30.154 -> 1083, 1018, 809
20:26:30.187 -> 1086, 1015, 805
20:26:30.254 -> 1083, 1016, 803
20:26:30.320 -> 1079, 1013, 804
20:26:30.354 -> 1086, 1017, 805
20:26:30.420 -> 1083, 1020, 804
20:26:30.453 -> 1079, 1018, 809
20:26:30.520 -> 1085, 1019, 810
20:26:30.553 -> 1088, 1016, 804
20:26:30.619 -> 1083, 1014, 809
20:26:30.653 -> 1086, 1018, 809
20:26:30.719 -> 1080, 1016, 805
20:26:30.752 -> 1078, 1014, 808
20:26:30.819 -> 1088, 1017, 808
20:26:30.852 -> 1079, 1014, 813
20:26:30.919 -> 1079, 1014, 802
20:26:30.952 -> 1084, 1017, 805
20:26:31.018 -> 1078, 1016, 806
20:26:31.052 -> 1083, 1013, 805
20:26:31.118 -> 1083, 1017, 803
20:26:31.185 -> 1074, 1016, 806
20:26:31.218 -> 1084, 1015, 810
20:26:31.284 -> 1084, 1013, 803
20:26:31.318 -> 1080, 1013, 813
20:26:31.384 -> 1081, 973, 806
20:26:31.417 -> 1079, 1014, 808
20:26:31.484 -> 1083, 1017, 804
20:26:31.517 -> 1082, 1012, 806
20:26:31.584 -> 1082, 1019, 805
20:26:31.617 -> 1086, 1016, 811
20:26:31.683 -> 1079, 1014, 806
20:26:31.717 -> 1086, 1016, 808
20:26:31.783 -> 1080, 1013, 806
20:26:31.850 -> 1080, 1017, 808
20:26:31.883 -> 1083, 1019, 805
20:26:31.949 -> 1085, 1030, 811
20:26:31.983 -> 1084, 1015, 808
20:26:32.049 -> 1084, 1014, 808
20:26:32.083 -> 1086, 1017, 808
20:26:32.149 -> 1080, 1014, 807
20:26:32.182 -> 1080, 1015, 808
20:26:32.249 -> 1086, 1019, 804
20:26:32.282 -> 1083, 1017, 807
20:26:32.349 -> 1086, 1016, 806
20:26:32.382 -> 1085, 1014, 810
20:26:32.448 -> 1064, 1014, 807
20:26:32.482 -> 1084, 1015, 809
20:26:32.548 -> 1084, 1017, 807
20:26:32.614 -> 1094, 1014, 805
20:26:32.648 -> 1083, 1018, 803
20:26:32.714 -> 1076, 1015, 804
20:26:32.747 -> 1086, 1015, 805
20:26:32.814 -> 1047, 1016, 812
20:26:32.847 -> 1083, 1013, 807
20:26:32.914 -> 1084, 1017, 805
20:26:32.947 -> 1076, 1014, 807
20:26:33.013 -> 1078, 995, 809
20:26:33.047 -> 1084, 1014, 808
20:26:33.113 -> 1081, 1017, 809
20:26:33.146 -> 1086, 1015, 810
20:26:33.213 -> 1084, 1016, 806
20:26:33.246 -> 1087, 1018, 809
20:26:33.313 -> 1084, 1014, 806
20:26:33.379 -> 1078, 1018, 803
20:26:33.412 -> 1085, 1014, 809
20:26:33.479 -> 1086, 1017, 806
20:26:33.512 -> 1081, 1014, 809
20:26:33.579 -> 1083, 1018, 805
20:26:33.612 -> 1086, 1017, 806
20:26:33.678 -> 1082, 1019, 808
20:26:33.712 -> 1081, 1013, 807
20:26:33.778 -> 1077, 1019, 808
20:26:33.811 -> 1078, 1017, 810
20:26:33.878 -> 1082, 1015, 806
20:26:33.911 -> 1085, 1018, 806
20:26:33.978 -> 1083, 1013, 805
20:26:34.011 -> 1082, 1013, 806
20:26:34.077 -> 1083, 1016, 807
20:26:34.144 -> 1082, 1013, 807
20:26:34.177 -> 1086, 1014, 810
20:26:34.244 -> 1083, 1017, 808
20:26:34.277 -> 1080, 1030, 806
20:26:34.343 -> 1084, 978, 807
20:26:34.377 -> 1096, 1013, 803
20:26:34.443 -> 1085, 1016, 810
20:26:34.476 -> 1084, 1016, 806
20:26:34.543 -> 1085, 1013, 806
20:26:34.576 -> 1083, 1016, 806
20:26:34.642 -> 1081, 1014, 811
20:26:34.676 -> 1079, 1017, 806
20:26:34.742 -> 1084, 1014, 805
20:26:34.775 -> 1098, 1016, 805
20:26:34.842 -> 1081, 1014, 808
20:26:34.908 -> 1080, 1016, 808
20:26:34.942 -> 1082, 1016, 808
20:26:35.008 -> 1083, 1021, 810
20:26:35.041 -> 1085, 1018, 810
20:26:35.108 -> 1079, 1011, 810
20:26:35.141 -> 1078, 1015, 806
20:26:35.208 -> 1082, 1017, 807
20:26:35.241 -> 1079, 1015, 804
20:26:35.307 -> 1081, 1014, 808
20:26:35.340 -> 1081, 1015, 810
20:26:35.407 -> 1083, 1015, 811
20:26:35.440 -> 1081, 1015, 810
20:26:35.507 -> 1079, 1020, 806
20:26:35.573 -> 1084, 1014, 807
20:26:35.606 -> 1082, 1015, 807
20:26:35.673 -> 1085, 1015, 806
20:26:35.706 -> 1082, 1018, 808
20:26:35.772 -> 1080, 1016, 807
20:26:35.806 -> 1082, 1014, 807
20:26:35.872 -> 1084, 1014, 813
20:26:35.905 -> 1082, 1016, 807
20:26:35.972 -> 1080, 1010, 813
20:26:36.005 -> 1080, 1014, 805
20:26:36.071 -> 1086, 1013, 805
20:26:36.105 -> 1082, 1013, 806
20:26:36.171 -> 1081, 1015, 806
20:26:36.204 -> 1076, 1014, 806
20:26:36.271 -> 1085, 1014, 806
20:26:36.337 -> 1079, 1015, 812
20:26:36.370 -> 1079, 1018, 810
20:26:36.437 -> 1082, 1014, 809
20:26:36.470 -> 1083, 1014, 807
20:26:36.537 -> 1082, 1018, 809
20:26:36.570 -> 1080, 1012, 806
20:26:36.636 -> 1083, 1007, 807
20:26:36.670 -> 1082, 1017, 806
20:26:36.736 -> 1080, 1013, 808
20:26:36.769 -> 1083, 1016, 807
20:26:36.836 -> 1084, 1017, 810
20:26:36.869 -> 1084, 1007, 805
20:26:36.936 -> 1082, 1018, 805
20:26:36.969 -> 1085, 1014, 807
20:26:37.036 -> 1084, 1015, 808
20:26:37.102 -> 1085, 1018, 807
20:26:37.135 -> 1085, 1014, 812
20:26:37.202 -> 1080, 1014, 807
20:26:37.235 -> 1109, 1017, 808
20:26:37.302 -> 1084, 1017, 806
20:26:37.335 -> 1085, 1017, 809
20:26:37.401 -> 1085, 1015, 807
20:26:37.435 -> 1082, 1014, 809
20:26:37.501 -> 1085, 1015, 811
20:26:37.534 -> 1077, 1015, 807
20:26:37.601 -> 1084, 1014, 807
20:26:37.634 -> 1087, 1013, 812
20:26:37.701 -> 1081, 1014, 803
20:26:37.734 -> 1085, 1015, 807
20:26:37.800 -> 1086, 1014, 808
20:26:37.867 -> 1084, 1011, 807
20:26:37.900 -> 1081, 1015, 805
20:26:37.967 -> 1080, 1017, 810
20:26:38.000 -> 1082, 1014, 806
20:26:38.066 -> 1086, 1013, 805
20:26:38.100 -> 1083, 1017, 807
20:26:38.166 -> 1083, 1012, 807
20:26:38.199 -> 1083, 1017, 806
20:26:38.266 -> 1085, 1013, 804
20:26:38.299 -> 1080, 1017, 811
20:26:38.365 -> 1083, 1013, 812
20:26:38.399 -> 1006, 1018, 802
20:26:38.465 -> 845, 1027, 805
20:26:38.498 -> 862, 1018, 810
20:26:38.565 -> 883, 1019, 814
20:26:38.631 -> 882, 1018, 808
20:26:38.664 -> 887, 1017, 806
20:26:38.731 -> 887, 1018, 804
20:26:38.764 -> 885, 1020, 806
20:26:38.831 -> 886, 1018, 812
20:26:38.864 -> 889, 1018, 809
20:26:38.930 -> 884, 1018, 810
20:26:38.963 -> 887, 1016, 810
20:26:39.030 -> 884, 1015, 811
20:26:39.063 -> 887, 1011, 811
20:26:39.130 -> 886, 1018, 810
20:26:39.163 -> 883, 1010, 812
20:26:39.229 -> 882, 1017, 807
20:26:39.263 -> 885, 1017, 812
20:26:39.329 -> 885, 1018, 808
20:26:39.396 -> 886, 1015, 806
20:26:39.429 -> 883, 1019, 811
20:26:39.495 -> 889, 1017, 810
20:26:39.529 -> 885, 1021, 807
20:26:39.595 -> 886, 1018, 812
20:26:39.628 -> 886, 1018, 808
20:26:39.695 -> 884, 1018, 812
20:26:39.728 -> 883, 1018, 814
20:26:39.795 -> 889, 1019, 806
20:26:39.828 -> 882, 1018, 811
20:26:39.894 -> 886, 1019, 808
20:26:39.928 -> 887, 1018, 809
20:26:39.994 -> 883, 1018, 810
20:26:40.028 -> 885, 1018, 806
20:26:40.094 -> 886, 1018, 810
20:26:40.160 -> 890, 1016, 812
20:26:40.194 -> 885, 1018, 809
20:26:40.260 -> 882, 1017, 809
20:26:40.294 -> 886, 1018, 806
20:26:40.360 -> 881, 1018, 805
20:26:40.393 -> 884, 1014, 812
20:26:40.460 -> 887, 1018, 810
20:26:40.493 -> 889, 1020, 810
20:26:40.560 -> 889, 1019, 810
20:26:40.593 -> 886, 1020, 808
20:26:40.659 -> 890, 1017, 813
20:26:40.693 -> 886, 1018, 808
20:26:40.759 -> 889, 1015, 812
20:26:40.792 -> 887, 1021, 811
20:26:40.859 -> 892, 1020, 814
20:26:40.925 -> 883, 1015, 809
20:26:40.959 -> 885, 1021, 810
20:26:41.025 -> 885, 1015, 811
20:26:41.058 -> 881, 1018, 815
20:26:41.125 -> 885, 1017, 806
20:26:41.158 -> 886, 1020, 812
20:26:41.225 -> 886, 1015, 810
20:26:41.258 -> 883, 1012, 811
20:26:41.325 -> 887, 1013, 808
20:26:41.358 -> 885, 1015, 811
20:26:41.424 -> 889, 1018, 812
20:26:41.458 -> 890, 1016, 814
20:26:41.524 -> 883, 1017, 811
20:26:41.591 -> 882, 1018, 810
20:26:41.624 -> 883, 1018, 811
20:26:41.690 -> 887, 1017, 812
20:26:41.723 -> 892, 1017, 812
20:26:41.790 -> 884, 1016, 811
20:26:41.823 -> 885, 1017, 811
20:26:41.890 -> 884, 1020, 812
20:26:41.923 -> 883, 1018, 810
20:26:41.990 -> 885, 1018, 808
20:26:42.023 -> 885, 1014, 812
20:26:42.089 -> 886, 1015, 810
20:26:42.123 -> 882, 1018, 811
20:26:42.189 -> 888, 1020, 812
20:26:42.222 -> 885, 1019, 811
20:26:42.289 -> 891, 1018, 814
20:26:42.355 -> 883, 1018, 817
20:26:42.389 -> 885, 1021, 812
20:26:42.455 -> 888, 1016, 808
20:26:42.488 -> 891, 1015, 808
20:26:42.555 -> 888, 1000, 815
20:26:42.588 -> 886, 1015, 814
20:26:42.655 -> 889, 1015, 809
20:26:42.688 -> 886, 1014, 815
20:26:42.754 -> 887, 1016, 813
20:26:42.787 -> 885, 1018, 807
20:26:42.854 -> 885, 1018, 812
20:26:42.887 -> 891, 1018, 809
20:26:42.953 -> 890, 1019, 808
20:26:42.987 -> 885, 1018, 813
20:26:43.053 -> 885, 1019, 811
20:26:43.120 -> 886, 1017, 812
20:26:43.153 -> 885, 1019, 812
20:26:43.219 -> 883, 1021, 812
20:26:43.253 -> 885, 1019, 814
20:26:43.319 -> 883, 1016, 811
20:26:43.352 -> 889, 1017, 811
20:26:43.419 -> 888, 1018, 811
20:26:43.452 -> 887, 1019, 815
20:26:43.518 -> 889, 1021, 805
20:26:43.551 -> 911, 1019, 805
20:26:43.618 -> 885, 1018, 810
20:26:43.651 -> 885, 1017, 807
20:26:43.718 -> 889, 1019, 811
20:26:43.751 -> 885, 1017, 810
20:26:43.817 -> 891, 1018, 813
20:26:43.884 -> 885, 1015, 812
20:26:43.917 -> 889, 1014, 810
20:26:43.984 -> 884, 1019, 803
20:26:44.017 -> 887, 1018, 814
20:26:44.083 -> 886, 1017, 815
20:26:44.117 -> 886, 1018, 815
20:26:44.183 -> 894, 1021, 813
20:26:44.216 -> 885, 1020, 810
20:26:44.283 -> 892, 1015, 813
20:26:44.316 -> 890, 1014, 815
20:26:44.382 -> 892, 1016, 815
20:26:44.416 -> 885, 1021, 811
20:26:44.482 -> 885, 1022, 813
20:26:44.549 -> 890, 1026, 813
20:26:44.582 -> 883, 1022, 815
20:26:44.648 -> 885, 1018, 811
20:26:44.682 -> 886, 1018, 811
20:26:44.748 -> 892, 1016, 813
20:26:44.781 -> 888, 1016, 812
20:26:44.848 -> 891, 1019, 813
20:26:44.881 -> 886, 1018, 813
20:26:44.948 -> 896, 1014, 815
20:26:44.981 -> 886, 1020, 814
20:26:45.047 -> 889, 1018, 813
20:26:45.080 -> 882, 1019, 814
20:26:45.147 -> 889, 1020, 813
20:26:45.180 -> 871, 1019, 810
20:26:45.247 -> 886, 1019, 812
20:26:45.313 -> 883, 1019, 810
20:26:45.346 -> 883, 1014, 813
20:26:45.413 -> 886, 1013, 812
20:26:45.446 -> 891, 1015, 808
20:26:45.513 -> 889, 1019, 814
20:26:45.546 -> 887, 1010, 814
20:26:45.612 -> 891, 1036, 815
20:26:45.645 -> 889, 1018, 814
20:26:45.712 -> 884, 1025, 814
20:26:45.745 -> 888, 1019, 815
20:26:45.811 -> 887, 1019, 812
20:26:45.845 -> 888, 1018, 813
20:26:45.911 -> 887, 1017, 813
20:26:45.944 -> 889, 1017, 812
